variable,relative_importance,scaled_importance,percentage
mol_2_RNCS,294.00445556640625,0.08962248318651302,0.0017546400152725647
mol_1_FNSA1,271.51483154296875,0.08276688656969143,0.0016204203002551996
mol_1_DPSA1,269.33502197265625,0.08210240702570368,0.0016074110378942743
mol_1_PPSA5,267.2408752441406,0.08146404040773897,0.0015949130176155452
mol_2_PNSA1,265.5421447753906,0.08094621001438435,0.0015847748703895477
mol_1_PPSA1,263.9519958496094,0.0804614789408694,0.001575284745724453
mol_1_MAXaaS,260.83477783203125,0.07951124565671432,0.0015566809614401846
mol_1_RNCS,259.86932373046875,0.07921694265433996,0.0015509190610082779
mol_2_MDEO-22,256.29052734375,0.07812600470110811,0.0015295605433812169
mol_1_MINaaS,255.6949005126953,0.07794443753557387,0.0015260057990494512
mol_1_PNSA3,255.1315155029297,0.07777269876560189,0.0015226434762566382
mol_1_WNSA3,252.76400756835938,0.07705100242378561,0.0015085140163800205
mol_2_MAXtN,252.38333129882812,0.07693495944579794,0.0015062421126631283
mol_1_WPSA1,251.9821014404297,0.07681265104006658,0.0015038475436301123
mol_1_FPSA1,251.5086212158203,0.07666831828365496,0.0015010217791465797
mol_2_FPSA1,249.7322235107422,0.07612681229474329,0.0014904201081944726
mol_1_MINddssS,249.28652954101562,0.07599094972684037,0.0014877601741048981
mol_2_PNSA3,248.78872680664062,0.07583920264836236,0.0014847892511106742
mol_2_WPSA5,245.3660125732422,0.07479584380455155,0.0014643622431485199
mol_2_PPSA1,245.1614532470703,0.07473348721633194,0.001463141418183446
mol_1_TPSA,241.9342041015625,0.07374971272990538,0.001443880960109595
mol_1_WNSA1,240.88690185546875,0.07343045965001274,0.0014376305839867546
mol_1_PPSA4,240.8319854736328,0.07341371928293812,0.0014373028390181361
mol_2_PPSA5,239.69004821777344,0.07306561825733923,0.0014304876742608494
mol_1_PPSA3,239.35911560058594,0.07296473882385372,0.0014285126442860235
mol_2_WNSA3,238.1521759033203,0.07259682285973361,0.0014213095402216195
mol_2_DPSA1,237.25753784179688,0.07232410697700173,0.0014159702750771146
mol_1_PNSA1,236.67022705078125,0.07214507482120786,0.0014124651614783018
mol_2_FNSA1,235.18411254882812,0.0716920569521149,0.0014035959218357248
mol_2_FPSA2,233.3900909423828,0.0711451786031112,0.0013928890701559837
mol_1_RASA,231.25282287597656,0.07049366714564861,0.0013801336985904205
mol_1_FPSA5,229.44334411621094,0.0699420769345036,0.001369334597493283
mol_2_FNSA3,229.26327514648438,0.06988718583368461,0.001368259932760116
mol_1_TASA,229.10134887695312,0.06983782524035427,0.001367293544983795
